cand,job,rel,S_skills,S_experience,S_education,S_keyword,S_semantic,full,abl_S_skills,abl_S_experience,abl_S_education,abl_S_keyword,abl_S_semantic
6,Customer Support Representative,0,33.33333333333333,100.0,100.0,5.8801173574229235,41.46207046508789,53.767994840043286,64.77127411288711,42.20999355005411,45.60940569416857,62.218796748741,55.939628553270715
6,Market Research Analyst,0,33.33333333333333,100.0,100.0,9.640226067838913,51.53749084472656,55.84332420355148,67.96408851828433,44.804155254439365,48.05096965123704,63.99681210985371,56.60317714922647
6,Operations Manager,0,50.0,80.0,100.0,2.6750002548972938,44.91811752319336,55.6389676667136,58.67533487186707,49.548709583392004,47.81055019613365,64.98555015115177,57.53088239792305
7,Accountant,1,100.0,100.0,100.0,3.2718310856200494,50.91571044921875,78.12813123022582,66.35097112342433,72.66016403778228,74.26838968261862,91.33806654986213,82.93032313275648
7,Business Analyst,0,50.0,100.0,100.0,1.3116620211719132,47.06884765625,59.75707645161329,65.01088684863582,49.69634556451661,52.65538406072152,70.07097311580883,61.996175650795045
7,Customer Support Representative,0,33.33333333333333,100.0,100.0,4.466136846416332,38.355987548828125,53.089985325953336,63.72818255274872,41.36248165744167,44.81174744229804,61.670664469401046,55.69010258074014
7,Market Research Analyst,0,66.66666666666666,100.0,100.0,1.5754196241918377,37.78474426269531,64.2373579163664,62.92926858928165,55.296697395458004,57.92630343101929,75.29534702675015,68.90546620819072
7,Operations Manager,0,50.0,80.0,100.0,1.6412635472678259,43.20461654663086,55.2268820140848,58.04135694474584,49.033602517606006,47.32574354598212,64.68316762587604,57.348458273047264
8,Accountant,1,66.66666666666666,100.0,100.0,3.692346197589476,44.86359786987305,65.61672494345271,65.05137170787596,57.02090617931588,59.54908816876789,76.54455648684034,69.27904148584912
8,Business Analyst,0,25.0,100.0,100.0,0.9435181349747138,39.782405853271484,49.85888859823693,63.24444399728758,37.32361074779616,41.01045717439639,58.491012797636145,51.63709143558378
8,Customer Support Representative,0,33.33333333333333,100.0,100.0,7.039347849058925,38.6036262512207,53.51311278170861,64.3791478692953,41.891390977135764,45.30954444906895,61.71436541688208,56.144198640030005
8,Market Research Analyst,0,33.33333333333333,100.0,100.0,1.1332469505307319,29.7174072265625,51.294264793230646,60.9655355793292,39.11783099153831,42.699135050859596,60.14620911841299,55.101945540289734
8,Operations Manager,0,50.0,100.0,100.0,3.2523493194285975,41.047245025634766,59.1449391517595,64.06913715655308,48.931173939699384,51.93522253148177,69.00833735746495,62.338649879899165
9,Accountant,1,66.66666666666666,8.333333333333332,100.0,2.4981761412000836,42.589874267578125,46.76320756131673,36.045960350743684,56.37067611831258,37.36847948390203,54.57468369427849,47.499678142564726
9,Business Analyst,0,50.0,8.333333333333332,100.0,1.1876423974765606,42.386932373046875,40.70285288224519,35.696696741915666,48.79523276947315,30.238650449700216,47.67612532073377,40.405662383868425
9,Customer Support Representative,0,66.66666666666666,60.0,100.0,3.7333557175477985,33.2252082824707,55.8771179333361,50.06736092308119,54.84639741667013,48.09072698039542,65.07895832435757,59.87451375407706
9,Market Research Analyst,0,66.66666666666666,12.5,100.0,1.4264613210612949,35.21986770629883,46.33028268743735,35.37992208323695,54.78785335929669,36.859156102867466,54.2544864579743,48.29094415469708
9,Operations Manager,0,75.0,5.0,100.0,3.9105541496148413,43.3171501159668,49.33415563983725,35.51408559974961,60.417694549796565,40.39312428216147,57.35008531458238,50.39598014404968
10,Accountant,1,0.0,60.0,100.0,1.706817945962056,49.90375518798828,34.74158597009255,53.44859380014238,28.42698246261569,23.225395258932412,40.571250915527344,32.06590904928742
10,Business Analyst,0,0.0,60.0,100.0,0.45750703199933745,45.276023864746094,33.86002963451181,52.09235328386432,27.32503704313977,22.188270158249193,39.7545924467199,31.845442417411647
10,Customer Support Representative,0,33.33333333333333,100.0,100.0,7.194448173881446,43.9537353515625,54.338894195483256,65.64958081356399,42.923617744354075,46.28105199468619,62.658502316942396,56.171569285586926
10,Market Research Analyst,0,0.0,100.0,100.0,0.5495055469956708,36.5479621887207,40.56462016035746,62.40710793901147,25.705775200446823,30.076023718067592,47.62611097448012,41.27344215535218
10,Operations Manager,0,25.0,20.0,100.0,7.048633574301431,51.19966125488281,36.48724422437763,42.672683422119434,40.60905528047204,25.279110852208984,41.68229316262638,33.89093533664143
11,Accountant,1,33.33333333333333,8.333333333333332,100.0,1.7070490535769727,42.31480407714844,34.93661130294214,35.799914825039195,41.587430795344346,23.454836826990757,40.80065169988894,33.63457728396456
11,Business Analyst,0,25.0,8.333333333333332,70.0,0.5216483363373088,41.810546875,27.266495948367258,28.48691684364194,31.999786602125745,19.725289351020308,31.986174938725487,24.699898726020304
11,Customer Support Representative,0,66.66666666666666,60.0,100.0,7.1452750109664915,51.03844451904297,59.060891262834744,54.96547373769448,58.82611407854343,51.83634266215852,68.22247060139973,60.47661715879801
11,Market Research Analyst,0,33.33333333333333,12.5,100.0,10.429773229295245,52.256404876708984,38.5695933825673,41.38911802446251,45.08699172820913,27.728933391255644,43.5354439978506,36.15427370713053
11,Operations Manager,0,50.0,5.0,100.0,6.632168963039707,49.989967346191406,41.993320446384665,37.682031455976414,51.24165055798083,31.756847583981965,48.2335236493279,40.58214746406583
12,Accountant,1,0.0,100.0,100.0,1.6581792431770332,50.42026138305664,42.81176609393505,65.86425552913084,28.514707617418818,32.71972481639418,50.074163773480585,41.4690904546783
12,Business Analyst,0,0.0,100.0,100.0,0.4444695849745285,44.01417541503906,41.668796750002045,64.1058411538493,27.08599593750255,31.375055000002398,48.943678014418666,41.25490639734845
12,Customer Support Representative,0,33.33333333333333,100.0,100.0,4.718120718683736,43.221641540527344,53.85763100554833,64.9091759059718,42.32203875693541,45.714860006527445,62.52930929146561,55.73457032290497
12,Market Research Analyst,0,0.0,100.0,100.0,10.848881591930262,46.68564224243164,43.63017857515429,67.12335165408352,29.537723218942855,33.682563029593275,49.4151133368997,43.090979104458285
12,Operations Manager,0,25.0,80.0,100.0,2.613205923611576,47.822540283203125,47.31536193102221,59.33132604772646,39.144202413777755,38.01807286002612,55.20397769703585,47.22585986887263
13,Accountant,1,33.33333333333333,60.0,100.0,2.9025316958139253,45.63637924194336,45.94750330733025,52.739748677943986,42.434379134162825,36.40882742038854,53.54367476818608,46.002407554163234
13,Business Analyst,0,25.0,60.0,70.0,0.8685291828406876,43.59955596923828,37.920212772811844,44.87725041971053,32.40026596601481,32.259073850366875,44.458745171042054,36.91797573814836
13,Customer Support Representative,0,33.33333333333333,100.0,100.0,4.0131989529742835,36.218666076660156,52.70144642111183,63.130430391454105,40.876808026389796,44.354642848366865,61.29349009195963,55.61017236425036
13,Market Research Analyst,0,33.33333333333333,100.0,100.0,1.0431787280140998,33.277137756347656,51.814714139320934,61.76622688100657,39.76839267415116,43.31142839920109,60.774396858963314,55.08605114808092
13,Operations Manager,0,25.0,20.0,100.0,5.012627026435336,44.65697479248047,35.20044027283737,40.69298503513442,39.00055034104672,23.765223850396904,40.52770143396714,33.53164006348859
14,Accountant,1,66.66666666666666,60.0,100.0,3.597297356895802,47.276424407958984,57.964391598061546,53.27855117650495,57.455489497576934,50.546343056542995,67.55858469944374,59.850503455138465
14,Business Analyst,0,25.0,60.0,100.0,0.6772981887593775,40.022701263427734,41.85499991782807,50.93076910435087,37.31874989728509,31.594117550385963,49.12165316413431,42.17834673919283
14,Customer Support Representative,0,33.33333333333333,100.0,100.0,3.7690971046139214,35.464439392089844,52.55169714117223,62.900046883854706,40.68962142646529,44.1784672249085,61.16039126527075,55.567095567480884
14,Market Research Analyst,0,33.33333333333333,100.0,100.0,0.8134937512696805,30.277114868164062,51.33025795958172,61.02090968140778,39.16282244947716,42.7414799524491,60.24498105516621,55.04551850512602
14,Operations Manager,0,50.0,20.0,100.0,3.1367804419992686,38.15706253051758,42.69407644587753,38.76011760904235,48.36759555734692,32.581266406914736,49.67477574067957,43.49472596035282
15,Accountant,1,33.33333333333333,100.0,100.0,2.434545567824855,57.15531539916992,55.60514581171588,67.59766022315263,44.50643226464485,47.77075977848927,64.988192913579,55.33158647275341
15,Business Analyst,0,0.0,100.0,70.0,0.49329810276767355,46.90005874633789,37.609003527365836,57.86000542671667,22.011254409207297,31.892945326312745,44.15883389641257,35.96940554754724
15,Customer Support Representative,0,33.33333333333333,100.0,100.0,7.757274503796505,44.25154113769531,54.467989012890435,65.84818822495966,43.08498626611305,46.432928250459334,62.71105627920113,56.27089157910134
15,Market Research Analyst,0,0.0,100.0,100.0,0.5924937210444224,37.37639617919922,40.69533348503654,62.60820536159468,25.869166856295685,30.229804100042998,47.772305208093975,41.28102830371372
15,Operations Manager,0,25.0,100.0,100.0,2.9002873713680795,49.14533233642578,51.55684295616908,65.85668147102935,39.44605369521135,43.00805053666951,60.1432939417222,51.98240365377084
16,Accountant,1,33.33333333333333,8.333333333333332,100.0,1.5377903053250361,45.350990295410156,35.36665042344361,36.46151347196454,42.124979695971184,23.960765204051306,41.33644926781747,33.60470809309657
16,Business Analyst,0,25.0,8.333333333333332,70.0,0.46992542641205104,36.770450592041016,26.502723069434627,27.31188164528404,31.045070503459954,18.826733022864268,31.096746182909197,24.690771153680558
16,Customer Support Representative,0,66.66666666666666,60.0,100.0,9.04804239655574,48.28196716308594,58.93283476727958,54.768463744532696,58.66604345909948,51.68568796150539,67.73603342093672,60.81239963860787
16,Market Research Analyst,0,33.33333333333333,12.5,100.0,0.564421113614931,32.038421630859375,34.057093078337815,34.446809864109454,39.446366347922265,22.420109503926838,39.9675646015242,34.413329216128126
16,Operations Manager,0,50.0,5.0,100.0,5.974570627170427,51.38071823120117,42.10329332875574,37.85122050577806,51.37911666094468,31.88622744559499,48.47895027609433,40.46610069891243
17,Accountant,1,33.33333333333333,8.333333333333332,100.0,1.9177449887494098,58.446563720703125,37.38797963975121,39.57125072782239,44.651641216355685,26.33879957617789,43.647432813457414,33.671758919583226
17,Business Analyst,0,0.0,8.333333333333332,70.0,0.1266653140278732,38.37547302246094,17.941987417139988,27.60305756483075,20.34415093809165,8.755279314282339,21.08586778827742,14.336078192671586
17,Customer Support Representative,0,33.33333333333333,60.0,100.0,8.041173032605933,49.43693923950195,47.28838350748285,54.80264129356335,44.11047938435357,37.98633353821511,54.21436182657877,46.90922661359712
17,Market Research Analyst,0,0.0,12.5,100.0,0.15213600622944232,34.08185958862305,22.635099339227875,34.823229752658264,25.16887417403484,8.98246981085632,26.602681103874655,20.615082824628725
17,Operations Manager,0,0.0,5.0,100.0,0.15849445913775753,42.89385986328125,22.45785314836285,34.55054330517362,26.822316435453565,8.773944880426884,26.39303409352022,18.85149902220078
18,Accountant,1,66.66666666666666,8.333333333333332,100.0,2.1041250852226674,47.600555419921875,47.45570207577168,37.11133652682823,57.23629426138127,38.18317891267257,55.458921544692096,47.43013972092165
18,Business Analyst,0,25.0,8.333333333333332,70.0,0.4953418768693622,35.09063720703125,26.254563529251755,26.930097737310398,30.734871078231365,18.534780622649127,30.800308526731,24.69525640964361
18,Customer Support Representative,0,33.33333333333333,60.0,100.0,6.609262735598116,39.59281539916992,45.596978386881865,52.20047956956186,41.996222983602344,35.99644516103749,52.477163501814296,46.65653656118398
18,Market Research Analyst,0,33.33333333333333,12.5,100.0,0.5949484706485456,32.08963394165039,34.069354028511505,34.46567286437668,39.461692535639386,22.434534151190007,39.97660206813438,34.418716396781114
18,Operations Manager,0,50.0,5.0,100.0,3.2991847726741588,43.31009292602539,40.491391654804936,35.371371776622965,49.36423956850617,29.989872535064624,47.054722281063306,39.99397378341309
19,Accountant,1,100.0,8.333333333333332,100.0,3.4212951792735957,49.81507873535156,59.65212275386044,37.92634269824683,72.48182010899222,52.53190912218875,69.57520997290517,61.388071698303186
19,Business Analyst,0,50.0,8.333333333333332,100.0,1.3715814882971806,42.519874572753906,40.75038507582433,35.76982319357589,48.85464801144708,30.29457067744039,47.69958570891736,40.438122223425
19,Customer Support Representative,0,33.33333333333333,60.0,100.0,7.33489081767284,40.95842742919922,45.910664403697474,52.68307344158586,42.38833050462185,36.36548753376174,52.71815386005476,46.784588575667755
19,Market Research Analyst,0,66.66666666666666,12.5,100.0,1.647388090806372,33.32575988769531,46.07930553010858,34.99380337965423,54.47413191263573,36.56388885895127,53.920232137044266,48.32993123171092
19,Operations Manager,0,50.0,5.0,100.0,1.7162399021344157,38.86265563964844,39.58683433126743,33.97974512502681,48.233542914084296,28.925687448549912,46.26988040699679,39.7146305709649
20,Accountant,1,100.0,100.0,100.0,3.9838186588971625,50.70060348510742,78.2026633216007,66.46563587938567,72.75332915200087,74.35607449600082,91.30010649737191,83.05596799862892
20,Business Analyst,0,50.0,100.0,100.0,1.287356684142249,47.367530822753906,59.798233126034425,65.07420480928373,49.74779140754303,52.70380367768756,70.12368190989775,61.99188647367217
20,Customer Support Representative,0,33.33333333333333,100.0,100.0,4.383378514223589,37.574031829833984,52.960278218275306,63.528633156320986,41.200347772844125,44.65915084502977,61.53267228369619,55.67549816917671
20,Market Research Analyst,0,66.66666666666666,100.0,100.0,11.242710142750413,42.29096221923828,66.36338418763164,66.20007823738202,57.95423023453955,60.4275108089784,76.09056196025773,70.61145865264223
20,Operations Manager,0,50.0,80.0,100.0,6.285823776890469,43.611629486083984,55.98461798944617,59.207104599147954,49.980772486807716,48.21719763464255,64.7549934387207,58.16808654886302
21,Accountant,1,66.66666666666666,100.0,100.0,3.205928425977561,47.09739685058594,65.87883212481785,65.45461352536081,57.348540156022324,59.85744955860924,76.93875630696614,69.19320305556467
21,Business Analyst,0,50.0,100.0,70.0,1.021223169832675,48.21249008178711,55.38505698774297,58.28470305806611,44.23132123467872,52.80594939734467,64.97867472031537,56.650804088794004
21,Customer Support Representative,0,66.66666666666666,100.0,100.0,7.3737804614979865,42.36532974243164,65.79419986392277,65.3244100470607,57.242749829903474,59.75788219285033,76.10368564082127,69.92870635595062
21,Market Research Analyst,0,66.66666666666666,100.0,100.0,1.2265774235014806,37.12037658691406,64.08537643489566,62.6954509254805,55.10672054361957,57.74750168811254,75.17810567220052,68.8439058198336
21,Operations Manager,0,75.0,80.0,100.0,5.638607306442194,47.1035041809082,65.16131672310256,59.86356418938855,61.4516459038782,59.013313791885366,75.66532426721909,68.34798952466627
22,Accountant,1,66.66666666666666,8.333333333333332,100.0,3.797013699432376,47.70806884765625,47.725762382063294,37.526813921123015,57.57386964424578,38.50089692007445,55.477894502527576,47.72888477048807
22,Business Analyst,0,50.0,8.333333333333332,100.0,1.404412527075188,40.571285247802734,40.46302133289836,35.32772512753593,48.49544333278961,29.95649568576277,47.35571700451421,40.44391593615053
22,Customer Support Representative,0,66.66666666666666,60.0,100.0,7.710097751170081,40.93330383300781,57.62984357096001,52.76386190404105,57.03730446370002,50.1527571423059,66.43921048033471,60.576291760010406
22,Market Research Analyst,0,66.66666666666666,12.5,100.0,1.6868210102159498,32.78205871582031,46.003665292238765,34.87743378293145,54.37958161529846,36.47490034381032,53.824284871419266,48.33688998219496
22,Operations Manager,0,75.0,5.0,100.0,4.624313890438837,41.59569549560547,49.18300140790665,35.28154062754868,60.228751759883316,40.21529577400782,57.046299205106855,50.52193774537157
23,Accountant,1,66.66666666666666,60.0,100.0,2.486204510503243,52.98556137084961,58.65409821553625,54.33963828031219,58.31762276942032,51.35776260651324,68.5660794576009,59.65442824695155
23,Business Analyst,0,25.0,60.0,100.0,0.627711708458403,41.95738983154297,42.1377652310002,51.36579266307723,37.67220653875026,31.926782624706124,49.463068793801696,42.1695961838456
23,Customer Support Representative,0,0.0,100.0,100.0,4.264015444321059,37.91163635253906,41.326347769529015,63.57899656850618,26.657934711911274,30.972173846504727,47.86675935633042,41.928943901939014
23,Market Research Analyst,0,33.33333333333333,100.0,100.0,0.7539360962489451,31.329185485839844,51.47913490397998,61.24995113432818,39.34891862997498,42.91662929879998,60.430640575932514,55.0350083307106
23,Operations Manager,0,50.0,20.0,100.0,3.8477159969151167,44.68923568725586,43.78054275262565,40.43160423480868,49.72567844078207,33.859462061912524,50.82751218010397,43.6201851759262
24,Accountant,1,33.33333333333333,100.0,100.0,1.917816824747197,53.535888671875,54.98472249116,66.64316280691281,43.73090311394999,47.04084998959999,64.34947054993872,55.24039904750441
24,Business Analyst,0,25.0,100.0,70.0,0.586055774983601,45.26576232910156,46.12777271561277,57.50426571632734,32.65971589451597,41.91502672425032,54.16454629337086,46.27989219558534
24,Customer Support Representative,0,33.33333333333333,100.0,100.0,7.403937680447395,46.02688217163086,54.681289644478404,66.1763430427873,43.35161205559801,46.6838701699746,63.02435175577799,56.20853802203973
24,Market Research Analyst,0,33.33333333333333,100.0,100.0,0.7039037144303427,39.238643646240234,52.65804877076725,63.063664775539365,40.82256096345907,44.303586789137945,61.82642731012083,55.02617908686025
24,Operations Manager,0,50.0,100.0,100.0,2.9296848226464207,48.648372650146484,60.23670862091893,65.74878249372144,50.29588577614867,53.2196572010811,70.34971282061409,62.281709086349366
25,Accountant,1,66.66666666666666,100.0,100.0,3.447221563948605,47.837467193603516,66.02603664696615,65.68108202097356,57.53254580870769,60.03063134937194,77.06935695573395,69.23578419755955
25,Business Analyst,0,25.0,100.0,100.0,0.8808805802079955,43.857704162597656,50.46078771142085,64.17044263295514,38.07598463927606,41.71857377814218,59.21018308751724,51.62603774944847
25,Customer Support Representative,0,33.33333333333333,100.0,100.0,4.436357093766796,33.427886962890625,52.346303275165276,62.58405632076709,40.4328790939566,43.936827382547385,60.80099966011795,55.68484733027257
25,Market Research Analyst,0,33.33333333333333,100.0,100.0,1.0580138253825995,34.163875579833984,51.94995007744915,61.97428217043459,39.93743759681144,43.470529502881355,60.930880004284425,55.088669106440065
25,Operations Manager,0,25.0,80.0,100.0,1.1022330161696636,41.144615173339844,46.08702722842642,57.44158035142527,37.608784035533034,36.57297320991344,54.02552032470703,46.95921759108876
26,Accountant,1,33.33333333333333,8.333333333333332,100.0,1.5619881003324585,42.13498306274414,34.887879007794815,35.724942063274085,41.52651542641019,23.39750471505273,40.768918579699935,33.608978292215525
26,Business Analyst,0,0.0,8.333333333333332,100.0,0.10316789479159726,40.37621307373047,22.738573811944978,34.98242124914612,26.33988393159789,9.10420448464115,26.73305720908969,19.626049236335774
26,Customer Support Representative,0,0.0,60.0,100.0,5.685522106989818,46.5992317199707,34.84271307404408,53.60417396006781,28.5533913425551,23.344368322404797,39.988099715288946,32.768033312998206
26,Market Research Analyst,0,0.0,12.5,100.0,9.279647646821964,48.202877044677734,26.122378703724955,40.18827492880762,29.527973379656196,13.085151416147006,29.094625360825482,22.225820172968582
26,Operations Manager,0,25.0,5.0,100.0,5.713594033942633,45.37701416015625,32.413591229114836,36.40552496786897,39.26698903639355,20.486577916605686,37.125355440027576,30.125928358931056
27,Accountant,1,33.33333333333333,8.333333333333332,100.0,1.7128601963357577,47.70508575439453,35.74602522594287,37.045167014271094,42.59919819909526,24.407088501109264,41.75187787822649,33.635602779745525
27,Business Analyst,0,0.0,8.333333333333332,100.0,0.11313285964897563,39.95878219604492,22.677453925020753,34.88839065387808,26.26348407294261,9.03229873531853,26.659392936556948,19.6278077595459
27,Customer Support Representative,0,0.0,60.0,100.0,4.023918648384582,37.02172088623047,33.15684593019226,51.010532200295785,26.446057412740323,21.360995211990893,38.29795074462891,32.47480917324434
27,Market Research Analyst,0,0.0,12.5,100.0,10.175966825149974,53.38609313964844,27.034308994719765,41.591244607261174,30.66788624339971,14.15801058202325,30.009310554055606,22.383994145614704
27,Operations Manager,0,25.0,5.0,100.0,2.1437778283199194,36.85805130004883,30.600274369255313,33.61580672193125,37.000342961569146,18.353263963829782,35.62200905294979,29.49596079323293
28,Accountant,1,100.0,60.0,100.0,3.546622675253483,56.03260803222656,70.936884606122,55.28751477864924,73.67110575765251,65.80809953661412,82.82928377039293,73.56705106033885
28,Business Analyst,0,50.0,60.0,100.0,1.421824704521847,50.87885284423828,52.34510163231402,53.60784866509849,50.431377040392526,43.93541368507532,61.331562266630286,52.60385141844503
28,Customer Support Representative,0,33.33333333333333,100.0,100.0,3.458960811157837,36.391693115234375,52.64426475562549,63.0424585983982,40.805330944531875,44.28737030073587,61.324024275237434,55.512365633341574
28,Market Research Analyst,0,66.66666666666666,100.0,100.0,1.7077345425181725,38.96826934814453,64.43473391693273,63.232923974768305,55.543417396165914,58.158510490509094,75.5042043947706,68.92881589966007
28,Operations Manager,0,75.0,20.0,100.0,4.681647026164323,45.29408264160156,52.74635945016489,40.76362992333058,60.932949312706114,44.40748170607633,61.22836752498851,54.0614671222643
29,Accountant,1,66.66666666666666,60.0,100.0,2.5320066339483187,46.33034133911133,57.662685529292276,52.814387993782994,57.07835691161535,50.19139474034385,67.39162886376474,59.66251097461833
29,Business Analyst,0,25.0,60.0,100.0,0.8339786077220697,46.76346206665039,42.88961610115587,52.52248630947056,38.61202012644483,32.81131306018337,50.31119918823242,42.20599622489213
29,Customer Support Representative,0,33.33333333333333,100.0,100.0,3.0149265274075763,34.77225112915039,52.33474331515036,62.566271766898,40.418429143937956,43.923227429588664,61.03824039534027,55.43400664209153
29,Market Research Analyst,0,33.33333333333333,100.0,100.0,10.184288284644726,44.928314208984375,54.93355704071103,66.56444672929902,43.66694630088879,46.98065534201298,62.83048682119332,56.6991881286628
29,Operations Manager,0,25.0,20.0,100.0,1.855361343714637,40.98842239379883,34.17656756062702,39.117796247118484,37.72070945078377,22.56066771838473,39.88030983419979,32.97447553124376
30,Accountant,1,66.66666666666666,60.0,100.0,3.1194630767380787,56.69165802001953,59.305001497846966,55.34102794540559,59.13125187230871,52.12353117393761,69.22009651333677,59.76617975864005
30,Business Analyst,0,50.0,60.0,70.0,1.3274570145235516,52.2630500793457,48.03857606408039,46.98242471396983,45.04822008010049,44.163030663623985,56.28171471988454,47.29308064962181
30,Customer Support Representative,0,33.33333333333333,100.0,100.0,8.840415818102105,46.555259704589844,54.97601799507046,66.62977127446737,43.72002249383807,47.030609405965244,63.11759484982958,56.4620341639788
